order_id,user_id,order_date,amount,age,city,channel
257,91038,2026-04-03,2842.26,50,重庆,线上
8239,34298,2026-07-03,2992.18,37,重庆,线上
18322,15800,2026-08-08,3338.83,27,重庆,小程序
6476,20722,2026年6月24日,3505.95,64,上海,
23868,14521,2026/5/6,3572.76,58,西安,线上
24211,44652,2026年8月16日,490.81,32,杭州,线下
22265,41725,2026-05-12,-63.42,25,南京,线下
42963,69175,2026/6/1,1119.66,26,广州,线下
11404,59358,2026-02-20,1081.13,33,上海,小程序
34393,88644,2026年5月12日,1466.82,25,重庆,APP
24276,90338,2026/4/21,2064.43,27,杭州,APP
47629,50479,2026-05-10,3529.38,60,深圳,APP
21765,35114,2026/3/9,3253.90,34,上海,线下
47775,43521,2026年7月6日,2399.05,41,西安,小程序
44824,81950,2026/6/17,3649.98,29,深圳,APP
9374,74968,2026年7月24日,1554.03,57,北京,APP
33336,55898,2026-06-07,3520.88,46,广州,线下
1,85047,2026年2月11日,3239.52,32,西安,小程序
11521,19982,2026年1月12日,609.63,49,广州,小程序
19761,46778,2026-01-10,2041.27,37,广州,线上
38103,33924,2026/5/12,1678.50,61,武汉,
12195,28281,2026/2/17,1989.24,40,广州,小程序
23928,24459,2026-05-25,2947.65,18,杭州,线上
39761,19908,2026年7月11日,2445.43,56,重庆,小程序
26055,25721,2026/6/9,2089.46,31,广州,
19920,26994,2026/8/20,664.91,44,成都,APP
34492,42631,2026-02-06,1877.91,64,武汉,APP
30514,17790,2026-07-18,3437.50,25,重庆,线下
7155,20088,2026-01-02,4128.20,49,重庆,小程序
39483,76569,2026/6/13,2528.55,20,南京,线上
37182,84646,2026/1/5,3866.00,36,武汉,线下
49579,35845,2026/2/5,2446.98,45,广州,小程序
24180,85357,2026/6/5,3453.61,34,杭州,线下
36855,39947,2026年4月23日,1973.49,49,上海,线下
24359,73199,2026/1/27,1134.95,32,成都,APP
30114,11089,2026/6/22,1445.60,47,西安,小程序
33740,56892,2026年1月25日,2148.97,31,成都,线下
35277,74057,2026年4月25日,4236.90,32,深圳,APP
16178,11046,2026/6/16,4289.40,27,杭州,小程序
10858,36811,2026/5/2,630.23,64,武汉,线下
8028,59447,2026/3/1,3133.22,52,深圳,
8076,37188,2026-03-27,2411.87,28,成都,
17904,65533,2026/6/27,3209.92,47,南京,APP
2402,33637,2026/1/9,1052.37,28,西安,小程序
29103,71574,2026年8月21日,3618.92,29,西安,线上
47395,22617,2026/6/27,1610.95,45,杭州,小程序
47242,82080,2026-03-10,"72,767.9",37,南京,线下
45905,90696,2026/6/17,4941.93,37,重庆,APP
9483,96979,2026/6/17,1396.86,54,西安,线上
41367,97024,2026-08-16,"95,646.2",34,深圳,线上
22261,46434,2026-08-25,1079.26,46,武汉,
7212,67743,2026年8月20日,3378.19,65,上海,线上
47100,92581,2026-08-15,1880.81,26,广州,APP
33535,75827,2026/1/27,4084.17,64,成都,线上
20500,93873,2026-02-16,"93,058.8",33,南京,线下
22150,48022,2026/5/2,2692.66,34,南京,线上
11711,72658,2026年5月21日,3366.53,41,成都,线下
45340,81530,2026-03-18,2420.38,62,西安,线下
34310,56033,2026-06-08,2143.04,50,广州,线上
46877,95246,2026/1/15,1827.76,19,北京,线上
47219,88160,2026年3月16日,1555.92,43,上海,线上
23402,60744,2026/4/1,1983.93,62,深圳,APP
4171,19839,2026-01-06,4789.95,56,西安,小程序
36706,72220,2026/6/27,"66,760.3",19,广州,APP
14057,55329,2026-07-17,1959.57,63,西安,小程序
33663,61261,2026-05-25,4746.38,19,杭州,APP
9868,34933,2026-06-04,29.55,58,南京,线上
5645,38262,2026/8/15,2828.81,62,成都,小程序
34404,97828,2026-07-04,4201.75,54,广州,APP
11041,95958,2026年8月19日,4835.86,20,上海,APP
32705,35396,2026-07-17,494.23,60,杭州,小程序
3386,75689,2026年5月20日,2859.34,27,西安,线上
27462,74023,2026年8月8日,3001.76,23,杭州,线上
34834,47501,2026-07-13,1081.96,24,广州,线下
42962,90134,2026年3月4日,1121.25,48,上海,小程序
37763,70078,2026/2/16,2078.14,45,重庆,线下
12740,17396,2026-06-10,4730.64,26,成都,APP
3187,87253,2026/8/28,2902.29,47,上海,小程序
34058,18415,2026年6月4日,2104.69,47,南京,线上
2995,47378,2026-07-19,3690.66,65,西安,线上
43978,87208,2026年5月6日,3325.31,52,广州,APP
24927,23895,2026/6/4,2291.70,41,重庆,线下
20126,52903,2026-07-06,1062.59,26,深圳,线下
8389,38484,2026/4/24,2496.53,40,上海,线下
3750,25788,2026/5/7,1035.13,64,西安,小程序
2717,20578,2026年5月7日,1752.33,64,上海,APP
13135,82703,2026-06-01,"68,834.2",56,西安,小程序
23326,77653,2026-05-17,4827.48,32,上海,APP
11019,14231,2026年2月18日,1378.57,57,广州,线下
26462,87919,2026年1月25日,3755.95,37,西安,小程序
29850,71617,2026/5/25,2432.08,46,成都,线下
3540,76292,2026/1/16,"78,068.2",27,上海,APP
21302,69789,2026/2/4,4844.43,58,武汉,小程序
25497,64453,2026-01-23,346.24,62,上海,APP
21674,11132,2026年3月10日,615.29,45,成都,线下
16041,61102,2026年8月3日,2961.27,26,重庆,线上
47836,99134,2026年8月5日,4551.18,49,北京,小程序
4367,73457,2026年2月12日,1761.96,53,重庆,APP
16818,73636,2026年1月16日,2040.28,21,重庆,线下
44832,45956,2026/3/19,1240.97,46,杭州,线上
1288,80984,2026年4月13日,4607.52,32,北京,线上
22893,72165,2026/8/10,4864.90,33,南京,线下
28081,11128,2026-08-06,4678.17,49,杭州,APP
11219,65622,2026/4/17,703.94,30,重庆,小程序
22241,69486,2026年6月5日,1378.76,53,重庆,小程序
38832,95514,2026年5月13日,2793.76,37,上海,线上
27365,66301,2026-08-11,4679.11,38,南京,小程序
16686,78385,2026/6/12,1432.62,43,深圳,线下
17549,55328,2026/1/28,"75,332.3",63,南京,线下
25930,40820,2026/1/14,-201.97,48,南京,线上
28922,80391,2026-06-01,1026.59,20,成都,小程序
33974,85505,2026年6月25日,4663.54,48,重庆,线下
5928,50518,2026/8/19,1696.64,63,广州,小程序
11103,34906,2026-06-28,4737.62,53,深圳,线下
31062,87938,2026年2月20日,3257.41,-4,南京,APP
35896,23818,2026-07-11,-287.03,-7,北京,线上
27546,52201,2026年4月27日,22.29,58,北京,线上
49055,40943,2026年4月13日,"82,893.7",44,南京,线上
12888,28072,2026/4/16,2581.87,57,深圳,APP
36003,98349,2026-07-13,1579.60,40,广州,APP
337,95275,2026年6月7日,841.41,33,重庆,小程序
31498,53926,2026年2月14日,3921.13,57,南京,小程序
6510,31972,2026年1月24日,2769.17,39,深圳,线上
5306,66020,2026年1月19日,3465.99,65,上海,APP
21692,82076,2026-04-06,1095.44,36,杭州,线上
17623,33352,2026/6/26,709.14,37,南京,线下
49016,72094,2026/2/8,1739.29,34,杭州,线上
2158,36044,2026-05-10,4109.23,58,重庆,线下
42247,57308,2026年1月12日,1485.17,45,广州,线上
3593,45454,2026年7月26日,1404.96,21,西安,线上
18396,48092,2026年6月4日,4565.25,50,成都,线下
235,82840,2026年3月20日,236.49,63,南京,线下
25864,38952,2026年5月26日,4721.06,59,广州,线下
37502,88084,2026/2/17,3000.82,56,成都,
15798,99064,2026年1月8日,1067.56,29,杭州,APP
15748,20149,2026/4/10,4579.78,45,成都,线下
17952,73519,2026-05-06,939.95,53,成都,线上
22063,13430,2026年4月10日,1662.67,54,深圳,线上
33099,95606,2026/1/7,1458.88,52,上海,小程序
13965,32929,2026/1/8,"6,099.4",28,成都,线下
48861,87885,2026/3/5,4872.66,41,重庆,小程序
48108,21020,2026年1月9日,3130.84,65,深圳,线下
32978,14309,2026-07-07,231.66,19,广州,小程序
7407,77286,2026年3月8日,4252.17,54,深圳,线上
48642,58283,2026-04-18,2015.03,57,上海,线下
33238,48400,2026/1/24,3554.61,47,深圳,线下
9180,30858,2026-02-02,"7,554.2",65,上海,小程序
41631,79076,2026-07-15,130.72,19,成都,线下
2520,97375,2026年2月24日,-341.38,56,武汉,线上
4943,40088,2026年3月10日,3167.63,65,深圳,线下
654,65808,2026-07-16,459.65,64,南京,线下
11130,35807,2026/2/14,2238.68,23,广州,小程序
40175,67706,2026-07-27,3596.16,36,南京,小程序
29331,16582,2026年7月4日,3446.71,54,杭州,APP
7415,55927,2026/1/18,1115.02,40,杭州,小程序
323,98745,2026-04-21,1562.44,42,西安,线上
48111,58941,2026/8/26,"66,159.9",32,深圳,线上
13462,26519,2026年5月20日,2596.82,22,杭州,小程序
29848,20583,2026/4/18,3771.50,45,深圳,APP
26813,20472,2026年5月6日,2537.08,53,成都,APP
3487,90786,2026/7/12,3180.45,56,南京,APP
18234,63818,2026-03-18,4548.68,27,西安,小程序
36334,58609,2026年7月17日,3713.96,30,杭州,APP
33211,10734,2026年3月7日,3478.07,58,武汉,APP
39781,10464,2026/6/18,1562.06,40,广州,线上
35552,62576,2026年1月11日,2837.23,39,杭州,线上
34708,85124,2026/2/15,4404.75,36,南京,线上
24485,57287,2026/8/23,1760.61,43,深圳,线下
36523,26607,2026年1月15日,"18,550.1",63,杭州,线上
45579,96760,2026-01-12,1973.34,42,上海,小程序
11652,11180,2026/3/12,3977.50,57,北京,APP
35746,88945,2026年4月7日,4728.17,27,西安,APP
37540,93011,2026-02-18,915.68,48,重庆,线下
42979,90316,2026-04-09,4057.20,47,上海,线下
47091,53630,2026-05-05,"62,897.4",57,武汉,线上
2423,60299,2026-06-05,1732.75,52,广州,
29328,98433,2026年6月8日,3155.01,37,上海,小程序
31242,19525,2026/3/1,2676.95,60,西安,线上
5438,22444,2026/3/27,2215.58,19,深圳,线下
28093,62438,2026/2/11,1410.22,52,成都,APP
28459,67866,2026-03-28,1661.20,23,广州,线上
49504,70380,2026-01-28,1069.63,23,西安,线下
3360,80028,2026/1/19,1707.39,37,西安,APP
20261,75790,2026/2/8,2880.06,24,深圳,APP
38572,12330,2026-06-03,392.32,45,武汉,APP
24569,47349,2026-04-09,701.65,57,广州,APP
38484,77384,2026/5/10,2607.56,21,重庆,APP
12646,36045,2026年4月19日,84.37,48,杭州,小程序
20659,74461,2026-05-06,4095.09,35,上海,小程序
31384,29710,2026/7/11,4054.45,26,上海,小程序
45833,28479,2026-06-19,278.26,44,南京,APP
9802,62744,2026年1月11日,2323.61,41,西安,线上
33073,42847,2026-07-10,3564.66,38,深圳,APP
27274,61452,2026年7月17日,972.19,22,杭州,APP
38670,49979,2026/1/22,1038.42,145,杭州,线下
37483,33000,2026/7/10,3972.58,49,武汉,线下
22406,48193,2026/2/20,"49,425.6",20,广州,小程序
15308,52447,2026/6/1,3006.81,27,西安,小程序
10918,68940,2026年5月1日,4346.15,28,重庆,线上
8560,57396,2026年8月20日,126.92,37,北京,线上
28131,44763,2026-03-17,2324.28,42,重庆,小程序
46537,41593,2026年1月18日,4714.05,53,西安,
21957,94210,2026-06-23,4835.39,47,西安,APP
9768,16515,2026年6月26日,"67,207.3",26,南京,线下
42555,37045,2026-01-10,"97,631.1",33,西安,小程序
47933,38391,2026年3月27日,2680.00,23,上海,小程序
21663,21885,2026-08-23,163.81,19,武汉,线上
40374,73563,2026/6/1,1045.10,26,成都,线上
5802,63379,2026年3月28日,1437.89,23,深圳,APP
27776,23519,2026-03-24,1014.63,32,南京,线上
37242,31748,2026-07-02,4271.70,32,广州,小程序
26039,66511,2026年2月28日,445.47,36,西安,线上
28115,43585,2026/8/20,1539.83,29,广州,线上
35545,10260,2026/4/2,2992.30,58,北京,线下
10634,32924,2026/8/26,456.10,31,杭州,APP
40896,48319,2026/8/17,940.62,36,南京,线下
28100,18581,2026年4月1日,4672.70,32,广州,小程序
49432,55847,2026/2/19,823.41,27,成都,线上
40694,92948,2026/8/21,1904.59,56,重庆,线下
36219,36162,2026年7月25日,-273.71,59,成都,
8018,13413,2026/2/17,"7,248.9",35,西安,小程序
12802,50823,2026-04-01,89.99,31,成都,小程序
28586,24185,2026/4/20,3874.23,46,北京,小程序
9153,39876,2026-06-19,4839.92,56,上海,APP
4458,58717,2026-01-09,4679.30,26,成都,线下
40432,95379,2026-02-27,3092.67,42,西安,线下
19060,13879,2026年2月22日,260.51,33,西安,APP
34604,46945,2026-06-14,3330.16,20,深圳,线下
7065,34539,2026年4月24日,4400.89,29,广州,线上
17673,77776,2026-01-04,2074.52,38,广州,
25473,10957,2026年1月12日,3368.16,59,南京,
34243,84514,2026/8/27,1249.47,65,北京,线下
44738,36578,2026/7/15,3402.98,34,成都,线上
26539,65409,2026/5/13,"83,655.6",43,南京,小程序
12292,53956,2026-06-18,3505.96,20,上海,APP
18713,43292,2026-02-05,3892.03,20,重庆,小程序
42326,11824,2026-04-22,3326.11,64,武汉,线上
11437,23999,2026年8月15日,2817.60,26,杭州,小程序
3941,38930,2026年2月16日,3561.89,63,杭州,小程序
12225,58267,2026年5月20日,4779.25,22,重庆,线下
7398,60788,2026-04-25,2766.13,45,武汉,线下
13389,58653,2026-07-21,4745.59,23,广州,APP
36708,20223,2026年4月15日,3739.99,41,杭州,线下
1595,23050,2026年1月22日,482.35,32,武汉,小程序
33152,46077,2026年5月8日,4153.49,36,成都,APP
33256,48754,2026-01-07,3593.19,21,北京,APP
16585,16667,2026/1/28,3767.73,47,南京,
30482,33427,2026年7月7日,4562.71,54,北京,APP
29025,15906,2026年2月8日,2938.88,48,南京,小程序
17980,15094,2026年3月2日,1682.13,21,杭州,
16638,49961,2026/4/16,3600.79,48,成都,APP
32914,53440,2026/2/26,4510.11,37,重庆,线下
36278,18430,2026年6月6日,3896.26,61,武汉,APP
31412,12827,2026-07-02,1038.75,23,西安,小程序
8740,63260,2026/1/3,4022.45,61,南京,
10876,95213,2026/4/23,3690.98,35,成都,线下
25566,82822,2026/4/20,4311.30,40,深圳,线下
26975,41185,2026/3/10,373.87,55,西安,小程序
30613,83383,2026/8/3,3359.78,38,上海,线上
26922,34734,2026/6/5,3054.03,27,北京,APP
46379,31282,2026-03-08,1401.09,31,成都,线下
3344,18398,2026-03-21,3894.41,40,北京,APP
34618,49206,2026年8月28日,4887.89,56,成都,小程序
30985,41298,2026/6/2,3501.45,46,上海,线下
23772,84713,2026/7/17,1025.65,25,南京,线上
17885,17235,2026年6月19日,2785.26,65,北京,线下
45418,36863,2026/5/26,1924.12,21,杭州,线下
40872,34041,2026-06-15,1862.67,35,广州,线下
25616,48018,2026年2月17日,3405.42,41,武汉,小程序
43397,56201,2026/7/13,1526.38,24,上海,线下
42472,80363,2026/5/21,2522.14,43,杭州,APP
6044,99549,2026/6/6,3705.16,65,深圳,线下
22397,23047,2026/4/26,856.43,28,广州,线上
14265,54265,2026/2/6,3848.36,24,重庆,
5563,90372,2026-04-06,2406.58,41,北京,线上
47995,51450,2026-08-11,2391.64,41,上海,APP
35502,60296,2026年6月18日,483.47,37,南京,APP
113,11313,2026-06-19,3805.53,40,成都,小程序
41651,60411,2026-05-24,4670.27,29,武汉,线下
34153,12301,2026年5月7日,897.02,30,成都,APP
30353,96390,2026-06-16,3880.46,26,上海,线上
41141,89097,2026-07-28,3354.49,19,广州,
31869,81273,2026-03-28,2593.56,45,上海,APP
11614,57175,2026-08-27,4261.69,35,成都,线下
41204,91576,2026年6月4日,4963.47,34,重庆,APP
26468,11647,2026/6/16,2958.70,24,武汉,线上
10718,99871,2026/3/15,3402.23,24,武汉,APP
1610,67329,2026年1月26日,2162.35,62,杭州,APP
15034,14406,2026/1/8,1159.79,53,南京,线下
35300,74935,2026-04-18,534.86,35,成都,小程序
22437,73461,2026-02-06,4600.23,23,广州,线下
23166,39220,2026年8月24日,2271.33,20,杭州,小程序
31207,73052,2026-02-21,3187.69,56,重庆,小程序
24321,84217,2026-06-17,139.52,28,杭州,APP
20998,96032,2026-02-08,1272.27,61,杭州,APP
4470,97262,2026年8月17日,3997.79,64,成都,小程序
47879,34106,2026/2/27,1534.63,30,深圳,APP
11190,18627,2026/6/17,228.12,57,广州,小程序
43247,45024,2026/5/12,837.95,36,南京,线上
8308,75070,2026/1/25,2454.52,26,武汉,小程序
46212,24070,2026-08-06,1425.21,24,深圳,APP
2807,83465,2026/1/13,1628.03,38,重庆,APP
41122,74437,2026年2月28日,11.15,44,上海,线上
33840,77876,2026年7月4日,2425.46,32,深圳,线下
32747,91991,2026/4/7,4671.68,43,南京,APP
36480,98829,2026-08-11,1472.33,24,西安,小程序
22382,83987,2026-03-24,1961.55,50,杭州,线下
24110,88008,2026/4/8,1722.01,19,重庆,小程序
16229,57042,2026/1/27,3466.30,27,上海,
26337,64995,2026-03-18,1845.28,27,上海,APP
8665,21720,2026-05-06,4247.47,20,成都,APP
15238,95992,2026-03-04,1055.23,45,广州,小程序
8264,65864,2026-05-07,3814.67,60,南京,线上
673,25010,2026年8月26日,1089.37,38,北京,线下
44288,19822,2026/3/24,4927.75,49,北京,线上
6869,63968,2026-06-01,923.16,23,重庆,APP
14982,58645,2026年8月25日,1149.71,65,北京,线下
19647,27250,2026/5/24,1512.93,47,北京,
3915,35043,2026年8月15日,"40,080.8",59,南京,
11483,85393,2026-06-12,4034.62,40,深圳,APP
13720,25846,2026年6月7日,329.70,50,武汉,小程序
7163,70774,2026/3/21,80.65,49,北京,APP
18109,18503,2026-01-11,1933.31,51,重庆,小程序
34237,10249,2026年6月23日,854.11,52,杭州,APP
46693,96371,2026/1/2,4792.78,51,杭州,线上
32636,72553,2026-08-17,1395.46,37,北京,小程序
37652,22503,2026/3/3,3493.82,55,广州,
34651,28058,2026-06-06,2602.32,58,广州,APP
19898,98228,2026年5月11日,1838.30,28,杭州,线下
46957,45222,2026/5/13,1241.38,47,南京,线上
5414,82230,2026/7/24,3212.27,33,广州,线下
19014,45726,2026/6/19,4532.84,35,南京,线下
38912,78535,2026/2/10,2341.37,138,武汉,线上
17516,85318,2026/1/3,1602.92,30,北京,线下
19322,29948,2026-06-01,4670.60,38,杭州,线下
35904,10404,2026-03-11,4656.37,22,西安,APP
39342,27860,2026-08-10,1936.97,65,上海,APP
21201,77607,2026年1月11日,"54,591.7",55,西安,线下
12656,41193,2026-08-18,"62,202.7",60,杭州,线上
41737,30089,2026-08-21,"52,307.9",63,上海,线下
8809,38601,2026-01-04,2367.81,41,深圳,线下
27921,83424,2026/6/10,3147.06,150,重庆,APP
4408,72151,2026年4月22日,629.56,59,武汉,线下
48610,67696,2026年5月18日,2218.32,30,武汉,线上
9057,48804,2026/8/21,1414.17,26,广州,小程序
19280,68895,2026/5/25,1543.99,36,成都,APP
29970,51515,2026-03-11,1404.05,30,武汉,APP
3069,18457,2026-05-27,4420.73,31,广州,线上
5479,72420,2026年6月11日,802.59,63,武汉,线上
49112,50727,2026-03-03,367.21,36,杭州,小程序
27750,39405,2026/4/2,1082.78,59,北京,APP
34462,20772,2026年6月19日,2377.95,60,广州,小程序
46462,22706,2026/3/8,3596.57,61,南京,线上
25608,36800,2026年3月24日,"51,214.5",31,杭州,线上
8741,74821,2026年1月22日,320.49,48,南京,线上
7251,58079,2026-08-02,3587.34,65,杭州,
8907,50773,2026年3月23日,4986.11,65,北京,小程序
7547,36195,2026/2/6,"51,026.2",47,杭州,线上
24031,26090,2026/1/12,806.55,51,深圳,APP
32301,93154,2026年8月24日,953.87,52,南京,小程序
25179,59286,2026-04-12,619.50,22,重庆,APP
44882,11354,2026/7/12,1566.47,39,广州,线下
49103,59216,2026年4月11日,"6,223.9",18,深圳,线下
22738,74467,2026-05-13,491.80,31,深圳,线下
32426,89914,2026年8月1日,4983.23,21,南京,APP
14364,96181,2026-03-03,2099.27,38,武汉,线下
26732,82504,2026年7月22日,2137.03,38,南京,小程序
11397,88492,2026/5/1,375.87,46,北京,小程序
38708,21589,2026年1月22日,2928.13,32,杭州,小程序
1762,51709,2026-01-16,4864.81,48,成都,小程序
44210,25460,2026/8/23,1538.59,56,南京,APP
40913,68907,2026年2月20日,"55,980.7",35,北京,小程序
12076,19607,2026/6/16,4047.50,62,杭州,小程序
39283,47414,2026-03-16,4018.41,20,杭州,APP
28615,42374,2026年3月9日,4126.24,43,杭州,线下
18165,40795,2026/7/7,155.89,27,成都,APP
5355,96059,2026年2月9日,4958.64,52,南京,线下
9433,59547,2026-07-05,659.73,46,杭州,线上
26931,76060,2026年1月19日,3406.67,55,北京,线上
32104,79971,2026/7/17,4099.99,48,南京,线上
26156,41380,2026/1/9,1364.89,25,杭州,
14143,42349,2026/1/17,"87,948.8",28,西安,线上
31646,58264,2026/7/19,3080.08,18,南京,APP
23731,79915,2026年6月1日,4543.49,20,成都,APP
41438,63880,2026年6月4日,794.48,63,成都,小程序
21675,35566,2026-05-20,"58,643.7",41,成都,线下
9579,50447,2026-08-03,783.04,18,北京,线下
13159,26076,2026/1/21,3464.48,47,成都,小程序
1100,53790,2026/3/19,2258.13,37,北京,小程序
36176,18789,2026-04-03,1332.70,65,成都,小程序
49461,77349,2026/8/23,816.99,21,深圳,线上
46618,35430,2026-04-03,572.82,32,广州,线上
37316,92337,2026-07-13,435.24,36,重庆,小程序
43681,34152,2026/4/14,1046.19,18,南京,线下
32998,68503,2026-03-27,3530.99,56,北京,线上
44755,60921,2026年4月4日,4110.54,50,深圳,线上
49564,87586,2026/5/6,1698.56,18,深圳,APP
14215,88168,2026年2月3日,2899.53,38,深圳,线上
21723,24062,2026-05-09,4642.68,61,成都,APP
7206,49648,2026/2/8,1395.61,56,杭州,线上
34480,94619,2026/5/22,726.90,18,杭州,线下
49033,52199,2026年6月28日,187.00,57,重庆,APP
25692,74791,2026/6/3,1392.81,58,杭州,线上
46486,79515,2026/1/11,4535.01,31,上海,线上
24536,69918,2026/3/3,3357.13,21,武汉,线上
5003,78959,2026-08-01,4253.63,47,成都,APP
23204,93308,2026年5月13日,1734.91,44,重庆,
34278,30271,2026/8/8,1479.02,61,广州,
13203,21194,2026年3月10日,-177.41,63,武汉,APP
5367,85401,2026年2月1日,1742.22,29,上海,APP
3972,22822,2026年7月18日,"58,276.0",58,重庆,小程序
38698,93351,2026年7月25日,1123.94,19,南京,线下
24681,17106,2026-03-02,205.18,30,南京,线上
33654,27031,2026年6月22日,49.40,-1,西安,线上
36557,57540,2026/4/16,4547.43,44,成都,线下
4113,41455,2026/1/1,4894.30,23,西安,线上
40553,48014,2026/2/27,3924.48,31,重庆,线下
4394,12504,2026-08-08,1222.85,27,重庆,APP
35286,66176,2026年3月22日,1874.23,64,西安,线下
25067,53286,2026年3月21日,2833.41,38,杭州,APP
18378,22258,2026-05-06,2171.14,22,杭州,小程序
42882,95604,2026-02-19,3823.64,26,北京,线上
18392,54817,2026/5/14,3156.97,34,上海,线下
19055,28809,2026年7月11日,4355.83,53,西安,线上
9968,16570,2026-04-01,2595.68,31,西安,线上
22941,37742,2026-07-23,2889.58,60,广州,小程序
23821,99136,2026/4/11,1216.64,48,广州,线上
2787,14918,2026年4月5日,499.70,58,南京,线下
37793,95599,2026-04-19,1828.53,30,北京,小程序
15764,49981,2026-01-01,461.74,63,北京,小程序
19540,70061,2026年2月25日,2434.41,22,西安,线下
29352,84928,2026/6/8,2915.35,52,上海,APP
48096,99119,2026年6月3日,2744.03,46,上海,线下
9910,61018,2026/6/5,4798.12,42,深圳,APP
117,87239,2026-02-28,3476.79,24,武汉,线上
8818,72389,2026年6月11日,1530.46,54,上海,APP
3678,49741,2026年5月19日,3804.48,53,成都,小程序
45654,37664,2026年5月4日,4938.06,57,北京,线下
17276,15928,2026-08-02,3650.93,35,上海,APP
24092,32869,2026年2月16日,1933.19,58,南京,线上
